Rank,Title,Type,Issn,SJR,SJR Best Quartile,H index,Total Docs. (2014),Total Docs. (3years),Total Refs.,Total Cites (3years),Citable Docs. (3years),Cites / Doc. (2years),Ref. / Doc.,Country,Categories
138,Journal of Medical Genetics,journal,"ISSN 00222593, 14686244",3.449,Q1,148,131,389,4300,2555,357,7.4,32.82,United Kingdom,Genetics (Q1); Genetics (clinical) (Q1)
139,Molecular Ecology,journal,"ISSN 1365294X, 09621083",3.446,Q1,187,473,1394,33240,8079,1345,6.13,70.27,United Kingdom,"Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1)"
140,World Politics,journal,"ISSN 00438871, 10863338",3.418,Q1,87,25,60,2084,211,60,2.93,83.36,United Kingdom,Political Science and International Relations (Q1); Sociology and Political Science (Q1)
141,Natural Product Reports,journal,"ISSN 02650568, 14604752",3.412,Q1,141,95,223,12958,2289,213,9.95,136.4,United Kingdom,Biochemistry (Q1); Drug Discovery (Q1); Organic Chemistry (Q1)
142,Learning and Instruction,journal,ISSN 09594752,3.404,Q1,83,62,161,3297,827,153,5.02,53.18,United Kingdom,Developmental and Educational Psychology (Q1); Education (Q1)
143,Astrophysical Journal Letters,journal,"ISSN 20418213, 20418205",3.359,Q1,96,680,2099,25141,9604,2068,4.76,36.97,United Kingdom,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1)
144,Milbank Quarterly,journal,"ISSN 14680009, 0887378X",3.349,Q1,83,55,88,1345,455,69,4.82,24.45,United Kingdom,"Health Policy (Q1); Public Health, Environmental and Occupational Health (Q1)"
145,New Phytologist,journal,"ISSN 14698137, 0028646X",3.348,Q1,184,511,1349,31899,8792,1143,7.65,62.42,United Kingdom,Physiology (Q1); Plant Science (Q1)
146,Bipolar Disorders,journal,"ISSN 13985647, 13995618",3.319,Q1,109,109,270,4993,1458,242,5.75,45.81,United Kingdom,Biological Psychiatry (Q1); Psychiatry and Mental Health (Q1)
147,Business Ethics Quarterly,journal,ISSN 1052150X,3.298,Q1,52,19,81,1559,287,69,3.23,82.05,United Kingdom,"Business, Management and Accounting (miscellaneous) (Q1); Economics and Econometrics (Q1); Philosophy (Q1)"
148,International Studies Quarterly,journal,"ISSN 00208833, 14682478",3.294,Q1,76,72,189,4691,490,187,2.34,65.15,United Kingdom,Political Science and International Relations (Q1); Sociology and Political Science (Q1)
149,Traffic,journal,"ISSN 16000854, 13989219",3.289,Q1,111,91,405,5819,1848,387,4.86,63.95,United Kingdom,Biochemistry (Q1); Cell Biology (Q1); Genetics (Q1); Molecular Biology (Q1); Structural Biology (Q1)
150,Biomaterials,journal,ISSN 01429612,3.289,Q1,301,1000,2915,46322,29099,2901,9.44,46.32,United Kingdom,Bioengineering (Q1); Biomaterials (Q1); Biophysics (Q1); Ceramics and Composites (Q1); Mechanics of Materials (Q1); Nanoscience and Nanotechnology (Q1)
151,Breast Cancer Research,journal,"ISSN 14655411, 1465542X",3.266,Q1,119,269,619,9444,3562,549,5.71,35.11,United Kingdom,Cancer Research (Q1); Oncology (Q1)
152,Applied Energy,journal,ISSN 03062619,3.254,Q1,125,1300,2279,54090,16861,2255,6.78,41.61,United Kingdom,Civil and Structural Engineering (Q1); Energy Engineering and Power Technology (Q1); Energy (miscellaneous) (Q1); Fuel Technology (Q1); Mechanical Engineering (Q1); Nuclear Energy and Engineering (Q1)
153,Journal of Animal Ecology,journal,"ISSN 13652656, 00218790",3.233,Q1,129,155,407,9393,1992,391,4.6,60.6,United Kingdom,"Animal Science and Zoology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
154,European Respiratory Journal,journal,"ISSN 13993003, 09031936",3.233,Q1,199,546,1506,16511,7743,956,8.03,30.24,United Kingdom,Medicine (miscellaneous) (Q1); Pulmonary and Respiratory Medicine (Q1)
155,F1000 Biology Reports,journal,"ISSN 17404118, 1757594X",3.23,Q1,22,0,52,0,254,52,4.31,0,United Kingdom,"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Neuroscience (miscellaneous) (Q1); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q1)"
156,Nature Reviews Endocrinology,journal,"ISSN 17595037, 17595029",3.21,Q1,96,268,806,8114,3000,375,8,30.28,United Kingdom,"Endocrinology (Q1); Endocrinology, Diabetes and Metabolism (Q1)"
157,Heart,journal,ISSN 13556037,3.21,Q1,156,478,1313,8482,5014,860,5.93,17.74,United Kingdom,Cardiology and Cardiovascular Medicine (Q1)
158,Cytokine and Growth Factor Reviews,journal,ISSN 13596101,3.204,Q1,141,86,121,8152,850,116,6.02,94.79,United Kingdom,"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Endocrinology, Diabetes and Metabolism (Q1); Immunology (Q1); Immunology and Allergy (Q1)"
159,Geotechnique,journal,ISSN 00168505,3.201,Q1,98,93,335,2761,890,284,3.04,29.69,United Kingdom,Earth and Planetary Sciences (miscellaneous) (Q1); Geotechnical Engineering and Engineering Geology (Q1)
160,Nature Reviews Gastroenterology and Hepatology,journal,"ISSN 17595053, 17595045",3.194,Q1,88,283,769,7159,2664,333,8.29,25.3,United Kingdom,Gastroenterology (Q1); Hepatology (Q1)
161,Molecular Neurodegeneration,journal,ISSN 17501326,3.192,Q1,54,62,203,2552,1296,200,6.87,41.16,United Kingdom,Cellular and Molecular Neuroscience (Q1); Molecular Biology (Q1); Neurology (clinical) (Q1)
162,Acta Psychiatrica Scandinavica,journal,"ISSN 16000447, 0001690X",3.183,Q1,121,149,447,5220,1847,285,6.19,35.03,United Kingdom,Psychiatry and Mental Health (Q1)
163,Molecular Microbiology,journal,"ISSN 0950382X, 13652958",3.176,Q1,215,385,1223,21368,5814,1126,4.9,55.5,United Kingdom,Microbiology (Q1); Molecular Biology (Q1)
164,Monthly Notices of the Royal Astronomical Society,journal,"ISSN 00358711, 13652966",3.175,Q1,258,2698,7444,176689,37739,7332,5.21,65.49,United Kingdom,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1)
165,British Journal of Psychiatry,journal,"ISSN 00071250, 14721465",3.169,Q1,192,277,825,5800,3543,525,6.37,20.94,United Kingdom,Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1)
166,Molecular Therapy,journal,"ISSN 15250024, 15250016",3.169,Q1,146,266,831,9286,4942,673,7.02,34.91,United Kingdom,Drug Discovery (Q1); Genetics (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1); Molecular Medicine (Q1); Pharmacology (Q1)
167,Public Opinion Quarterly,journal,"ISSN 0033362X, 15375331",3.142,Q1,81,47,138,1465,453,133,2.3,31.17,United Kingdom,Communication (Q1); History (Q1); History and Philosophy of Science (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)
168,Compositio Mathematica,journal,"ISSN 0010437X, 15705846",3.127,Q1,39,87,225,2520,252,221,0.98,28.97,United Kingdom,Algebra and Number Theory (Q1)
169,Geometry and Topology,journal,ISSN 14653060,3.121,Q1,34,58,174,1830,224,170,1.29,31.55,United Kingdom,Geometry and Topology (Q1)
170,Cement and Concrete Composites,journal,ISSN 09589465,3.118,Q1,99,163,412,5812,1833,406,4.18,35.66,United Kingdom,Building and Construction (Q1); Materials Science (miscellaneous) (Q1)
171,Functional Ecology,journal,"ISSN 02698463, 13652435",3.114,Q1,123,160,449,10279,2395,427,5.16,64.24,United Kingdom,"Ecology, Evolution, Behavior and Systematics (Q1)"
172,Sleep Medicine Reviews,journal,ISSN 10870792,3.107,Q1,108,76,156,4783,1214,121,9.47,62.93,United Kingdom,Neurology (Q1); Neurology (clinical) (Q1); Physiology (medical) (Q1); Pulmonary and Respiratory Medicine (Q1)
173,Psychological Medicine,journal,"ISSN 00332917, 14698978",3.087,Q1,170,352,778,16972,4094,704,5.43,48.22,United Kingdom,Applied Psychology (Q1); Psychiatry and Mental Health (Q1)
174,International Economic Review,journal,"ISSN 00206598, 14682354",3.085,Q1,71,51,157,1965,276,156,1.52,38.53,United Kingdom,Economics and Econometrics (Q1)
175,Journal of Second Language Writing,journal,ISSN 10603743,3.085,Q1,56,28,93,1246,212,63,3.04,44.5,United Kingdom,Education (Q1); Language and Linguistics (Q1)
176,Translational Psychiatry,journal,ISSN 21583188,3.085,Q1,45,166,340,8847,2184,327,6.54,53.3,United Kingdom,Biological Psychiatry (Q1); Cellular and Molecular Neuroscience (Q1); Psychiatry and Mental Health (Q1)
177,British Journal of Political Science,journal,"ISSN 00071234, 14692112",3.074,Q1,71,67,145,4431,348,129,2.01,66.13,United Kingdom,Sociology and Political Science (Q1)
178,Modern Pathology,journal,"ISSN 08933952, 15300285",3.07,Q1,127,206,568,6469,3714,542,6.52,31.4,United Kingdom,Pathology and Forensic Medicine (Q1)
179,Genome Biology and Evolution,journal,ISSN 17596653,3.066,Q1,47,299,481,18355,2101,457,4.43,61.39,United Kingdom,"Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1)"
180,BMC Medicine,journal,ISSN 17417015,3.056,Q1,87,265,589,12204,4260,463,8.65,46.05,United Kingdom,Medicine (miscellaneous) (Q1)
181,Philosophical Transactions of the Royal Society B: Biological Sciences,journal,ISSN 09628436,3.022,Q1,211,737,1288,33046,6891,1230,5.04,44.84,United Kingdom,"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1)"
182,European Journal of Political Research,journal,"ISSN 14756765, 03044130",3.018,Q1,71,47,134,2506,334,134,2.91,53.32,United Kingdom,Sociology and Political Science (Q1)
183,Expert Reviews in Molecular Medicine,journal,ISSN 14623994,3.009,Q1,66,25,79,1460,521,78,4.25,58.4,United Kingdom,Molecular Biology (Q1); Molecular Medicine (Q1)
184,Econometrics Journal,journal,ISSN 13684221,3.009,Q1,24,22,75,616,129,69,1.18,28,United Kingdom,Economics and Econometrics (Q1)
185,Transportation Research Part B: Methodological,journal,ISSN 01912615,3.007,Q1,98,127,350,5271,1712,337,4.12,41.5,United Kingdom,Management Science and Operations Research (Q1); Transportation (Q1)
186,Journal of Applied Ecology,journal,"ISSN 13652664, 00218901",2.998,Q1,145,187,491,9694,2758,470,5.03,51.84,United Kingdom,Ecology (Q1)
187,Journal of the Institute of Mathematics of Jussieu,journal,"ISSN 14747480, 14753030",2.993,Q1,14,37,72,1168,80,72,1.06,31.57,United Kingdom,Mathematics (miscellaneous) (Q1)
188,Management and Organization Review,journal,"ISSN 17408784, 17408776",2.992,Q1,32,28,83,1284,261,71,3.57,45.86,United Kingdom,Business and International Management (Q1); Strategy and Management (Q1)
189,American Journal of Epidemiology,journal,"ISSN 14766256, 00029262",2.975,Q1,217,407,1163,13530,5237,956,5.4,33.24,United Kingdom,Epidemiology (Q1)
190,The Lancet Respiratory Medicine,journal,ISSN 22132600,2.971,Q1,53,304,245,5362,747,81,9.22,17.64,United Kingdom,Pulmonary and Respiratory Medicine (Q1)
191,Cilia,journal,ISSN 20462530,2.971,Q1,16,4,40,229,157,38,4.13,57.25,United Kingdom,Cell Biology (Q1)
192,Cellular Microbiology,journal,"ISSN 14625814, 14625822",2.969,Q1,116,146,447,8864,2263,444,5.18,60.71,United Kingdom,Immunology (Q1); Microbiology (Q1); Virology (Q1)
193,DMM Disease Models and Mechanisms,journal,"ISSN 17548403, 17548411",2.955,Q1,54,148,348,8617,1874,300,5.72,58.22,United Kingdom,"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Medicine (miscellaneous) (Q1); Neuroscience (miscellaneous) (Q1)"
194,Conservation Biology,journal,"ISSN 15231739, 08888892",2.948,Q1,184,204,468,8461,2127,378,4.84,41.48,United Kingdom,"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Medicine (miscellaneous) (Q1); Nature and Landscape Conservation (Q1)"
195,Journal of Economic Geography,journal,"ISSN 14682710, 14682702",2.944,Q1,77,50,143,3418,621,142,3.42,68.36,United Kingdom,"Economics and Econometrics (Q1); Geography, Planning and Development (Q1)"
196,"Diabetes, Obesity and Metabolism",journal,"ISSN 14628902, 14631326",2.944,Q1,99,177,523,7232,3998,489,7.99,40.86,United Kingdom,"Endocrinology (Q1); Endocrinology, Diabetes and Metabolism (Q1); Internal Medicine (Q1)"
197,Information and Organization,journal,ISSN 14717727,2.941,Q1,49,13,44,1190,223,44,3.82,91.54,United Kingdom,Information Systems (Q1); Library and Information Sciences (Q1); Management Information Systems (Q1); Management of Technology and Innovation (Q1); Organizational Behavior and Human Resource Management (Q1)
198,The Lancet Global Health,journal,ISSN 2214109X,2.941,Q1,34,252,103,3580,268,25,10.72,14.21,United Kingdom,Medicine (miscellaneous) (Q1)
199,American Journal of Transplantation,journal,"ISSN 16006143, 16006135",2.936,Q1,153,447,1488,11500,6506,1117,5.71,25.73,United Kingdom,Immunology and Allergy (Q1); Pharmacology (medical) (Q1); Transplantation (Q1)
200,Proceedings of the Royal Society B: Biological Sciences,journal,ISSN 09628452,2.916,Q1,198,766,2033,31785,9448,1977,4.33,41.49,United Kingdom,"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Environmental Science (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Medicine (miscellaneous) (Q1)"
201,Nature Reviews Rheumatology,journal,"ISSN 17594804, 17594790",2.906,Q1,92,259,677,6942,2465,353,6.49,26.8,United Kingdom,Rheumatology (Q1)
202,Progress in Surface Science,journal,ISSN 00796816,2.904,Q1,67,7,37,1666,205,35,6,238,United Kingdom,"Condensed Matter Physics (Q1); Surfaces and Interfaces (Q1); Surfaces, Coatings and Films (Q1)"
203,"Journal of Neurology, Neurosurgery and Psychiatry",journal,"ISSN 1468330X, 00223050",2.889,Q1,175,440,948,7009,4608,702,7.09,15.93,United Kingdom,Arts and Humanities (miscellaneous) (Q1); Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1); Surgery (Q1)
204,Molecular Autism,journal,ISSN 20402392,2.875,Q1,32,57,85,3220,535,83,6.22,56.49,United Kingdom,Developmental Biology (Q1); Developmental Neuroscience (Q1); Molecular Biology (Q1); Psychiatry and Mental Health (Q1)
205,Nature Reviews Cardiology,journal,"ISSN 17595002, 17595010",2.869,Q1,89,261,713,7305,1898,290,5.99,27.99,United Kingdom,Cardiology and Cardiovascular Medicine (Q1)
206,Biochemical Journal,journal,"ISSN 14708728, 02646021",2.865,Q1,231,399,1416,20151,6494,1352,4.7,50.5,United Kingdom,Biochemistry (Q1); Cell Biology (Q1); Molecular Biology (Q1)
207,Environmental Microbiology,journal,"ISSN 14622920, 14622912",2.85,Q1,148,311,784,17842,4830,745,6.55,57.37,United Kingdom,"Ecology, Evolution, Behavior and Systematics (Q1); Microbiology (Q1)"
208,Implementation Science,journal,ISSN 17485908,2.849,Q1,62,186,403,6216,1741,389,4.38,33.42,United Kingdom,"Health Informatics (Q1); Health Policy (Q1); Medicine (miscellaneous) (Q1); Public Health, Environmental and Occupational Health (Q1)"
209,Clinical Gastroenterology and Hepatology,journal,"ISSN 15423565, 15427714",2.843,Q1,138,469,1014,10351,4860,750,6.59,22.07,United Kingdom,Gastroenterology (Q1); Hepatology (Q1)
210,Molecular Ecology Resources,journal,"ISSN 1755098X, 17550998",2.842,Q1,100,135,439,6521,2426,412,3.94,48.3,United Kingdom,"Biotechnology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1)"
211,"Plant, Cell and Environment",journal,"ISSN 13653040, 01407791",2.833,Q1,158,242,517,16577,3469,505,7.35,68.5,United Kingdom,Physiology (Q1); Plant Science (Q1)
212,Journal of Biogeography,journal,"ISSN 13652699, 03050270",2.832,Q1,128,209,595,13956,2939,540,4.95,66.78,United Kingdom,"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
213,Cancer Treatment Reviews,journal,ISSN 03057372,2.826,Q1,103,131,284,11867,2244,278,8.6,90.59,United Kingdom,"Oncology (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
214,Journal of Pineal Research,journal,"ISSN 1600079X, 07423098",2.816,Q1,102,91,282,6120,2612,280,10.13,67.25,United Kingdom,Endocrinology (Q1)
215,Current Opinion in Solid State and Materials Science,journal,ISSN 13590286,2.815,Q1,95,33,100,2544,743,99,6.52,77.09,United Kingdom,Materials Science (miscellaneous) (Q1)
216,Progress in Particle and Nuclear Physics,journal,ISSN 01466410,2.814,Q1,93,18,201,4766,741,198,4.11,264.78,United Kingdom,Nuclear and High Energy Physics (Q1)
217,Biology Direct,journal,ISSN 17456150,2.81,Q1,50,34,150,1414,692,139,5.69,41.59,United Kingdom,"Agricultural and Biological Sciences (miscellaneous) (Q1); Applied Mathematics (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Immunology (Q1); Modeling and Simulation (Q1)"
218,New Journal of Physics,journal,ISSN 13672630,2.806,Q1,119,851,2526,38167,9074,2499,3.62,44.85,United Kingdom,Physics and Astronomy (miscellaneous) (Q1)
219,Ecography,journal,ISSN 09067590,2.786,Q1,99,128,363,7969,1768,359,4.88,62.26,United Kingdom,"Ecology, Evolution, Behavior and Systematics (Q1)"
220,Journal of Experimental Botany,journal,"ISSN 14602431, 00220957",2.781,Q1,183,522,1425,38661,9615,1388,6.3,74.06,United Kingdom,Physiology (Q1); Plant Science (Q1)
221,Genome Medicine,journal,ISSN 1756994X,2.769,Q1,49,122,289,6118,1201,195,5.84,50.15,United Kingdom,Genetics (Q1); Genetics (clinical) (Q1); Molecular Biology (Q1); Molecular Medicine (Q1)
222,Journal of Internal Medicine,journal,"ISSN 13652796, 09546820",2.763,Q1,135,135,430,6637,2244,325,7.1,49.16,United Kingdom,Internal Medicine (Q1)
223,Journal of Physiology,journal,"ISSN 14697793, 00223751",2.749,Q1,203,488,1666,24092,6831,1275,5.22,49.37,United Kingdom,Physiology (Q1); Sports Science (Q1)
224,Political Geography,journal,ISSN 09626298,2.745,Q1,73,54,148,3499,530,107,3.57,64.8,United Kingdom,"Geography, Planning and Development (Q1); History (Q1); Sociology and Political Science (Q1)"
225,Scripta Materialia,journal,ISSN 13596462,2.744,Q1,153,342,1542,8349,5692,1521,3.56,24.41,United Kingdom,Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1)
226,Diversity and Distributions,journal,"ISSN 13669516, 14724642",2.721,Q1,94,128,357,8234,1954,343,4.3,64.33,United Kingdom,"Ecology, Evolution, Behavior and Systematics (Q1)"
227,Environment International,journal,ISSN 01604120,2.714,Q1,137,265,544,16781,3847,533,6.22,63.32,United Kingdom,Environmental Science (miscellaneous) (Q1)
228,Quaternary Science Reviews,journal,ISSN 02773791,2.712,Q1,148,359,891,32165,4486,850,4.93,89.6,United Kingdom,"Archeology (Q1); Archeology (arts and humanities) (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Geology (Q1); Global and Planetary Change (Q1)"
229,Tobacco Control,journal,"ISSN 09644563, 14683318",2.71,Q1,101,196,426,5848,1541,329,4.52,29.84,United Kingdom,"Health (social science) (Q1); Public Health, Environmental and Occupational Health (Q1)"
230,Chemical Communications,journal,ISSN 13597345,2.701,Q1,262,3728,9817,134766,70309,9740,7.01,36.15,United Kingdom,"Catalysis (Q1); Ceramics and Composites (Q1); Chemistry (miscellaneous) (Q1); Electronic, Optical and Magnetic Materials (Q1); Materials Chemistry (Q1); Metals and Alloys (Q1); Surfaces, Coatings and Films (Q1)"
231,Clinical Microbiology and Infection,journal,ISSN 1198743X,2.699,Q1,114,432,954,15590,5899,870,6.8,36.09,United Kingdom,Infectious Diseases (Q1); Microbiology (medical) (Q1)
232,Progress in Quantum Electronics,journal,ISSN 00796727,2.694,Q1,52,7,25,1167,150,23,5.33,166.71,United Kingdom,"Atomic and Molecular Physics, and Optics (Q1); Electrical and Electronic Engineering (Q1); Electronic, Optical and Magnetic Materials (Q1); Statistical and Nonlinear Physics (Q1)"
