UKPRN,Institution,SortOrder,UnitOfAssessment,Profile,FourStar,ThreeStar,TwoStar,OneStar,Unclassified
10007796,University of Leicester,800,Earth Systems and Environmental Sciences,Overall,16,75,8,1,0
10007796,University of Leicester,800,Chemistry,Overall,12,70,18,0,0
10007796,University of Leicester,800,Physics,Overall,21,60,18,1,0
10007796,University of Leicester,800,Mathematical Sciences,Overall,6,57,37,0,0
10007796,University of Leicester,800,Computer Science and Informatics,Overall,15,50,30,5,0
10007796,University of Leicester,800,General Engineering,Overall,10,80,9,1,0
10007796,University of Leicester,800,"Geography, Environmental Studies and Archaeology",Overall,35,39,25,1,0
10007796,University of Leicester,800,"Geography, Environmental Studies and Archaeology",Overall,16,47,36,1,0
10007796,University of Leicester,800,Economics and Econometrics,Overall,12,47,31,8,2
10007796,University of Leicester,800,Business and Management Studies,Overall,14,45,34,7,0
10007796,University of Leicester,800,Law,Overall,12,68,20,0,0
10007796,University of Leicester,800,Politics and International Studies,Overall,8,46,39,7,0
10007796,University of Leicester,800,Social Work and Social Policy,Overall,4,80,14,2,0
10007796,University of Leicester,800,Sociology,Overall,12,36,50,2,0
10007796,University of Leicester,800,Education,Overall,12,49,33,6,0
10007796,University of Leicester,800,Modern Languages and Linguistics,Overall,5,44,46,5,0
10007796,University of Leicester,800,English Language and Literature,Overall,30,49,18,3,0
10007796,University of Leicester,800,History,Overall,30,55,14,1,0
10007796,University of Leicester,800,"Art and Design: History, Practice and Theory",Overall,27,45,26,2,0
10007796,University of Leicester,800,"Communication, Cultural and Media Studies, Library and Information Management",Overall,37,45,16,2,0
10007796,University of Leicester,800,"Communication, Cultural and Media Studies, Library and Information Management",Overall,52,38,8,2,0
10007151,University of Lincoln,810,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,25,61,14,0,0
10007151,University of Lincoln,810,"Psychology, Psychiatry and Neuroscience",Overall,13,22,55,8,2
10007151,University of Lincoln,810,"Agriculture, Veterinary and Food Science",Overall,31,47,20,2,0
10007151,University of Lincoln,810,Computer Science and Informatics,Overall,10,32,31,19,8
10007151,University of Lincoln,810,General Engineering,Overall,9,38,45,0,8
10007151,University of Lincoln,810,"Architecture, Built Environment and Planning",Overall,5,16,47,32,0
10007151,University of Lincoln,810,Business and Management Studies,Overall,13,41,44,2,0
10007151,University of Lincoln,810,Law,Overall,0,43,46,11,0
10007151,University of Lincoln,810,Politics and International Studies,Overall,3,29,50,18,0
10007151,University of Lincoln,810,Social Work and Social Policy,Overall,5,39,52,4,0
10007151,University of Lincoln,810,Education,Overall,12,30,40,18,0
10007151,University of Lincoln,810,"Sport and Exercise Sciences, Leisure and Tourism",Overall,12,37,39,12,0
10007151,University of Lincoln,810,English Language and Literature,Overall,8,38,51,3,0
10007151,University of Lincoln,810,History,Overall,23,37,38,2,0
10007151,University of Lincoln,810,"Art and Design: History, Practice and Theory",Overall,10,60,22,8,0
10007151,University of Lincoln,810,"Music, Drama, Dance and Performing Arts",Overall,2,29,46,15,8
10007151,University of Lincoln,810,"Communication, Cultural and Media Studies, Library and Information Management",Overall,12,53,19,14,2
10006842,University of Liverpool,820,Clinical Medicine,Overall,30,50,19,1,0
10006842,University of Liverpool,820,"Public Health, Health Services and Primary Care",Overall,38,35,22,3,2
10006842,University of Liverpool,820,"Psychology, Psychiatry and Neuroscience",Overall,37,43,18,2,0
10006842,University of Liverpool,820,Biological Sciences,Overall,16,65,19,0,0
10006842,University of Liverpool,820,"Agriculture, Veterinary and Food Science",Overall,42,40,17,1,0
10006842,University of Liverpool,820,Earth Systems and Environmental Sciences,Overall,17,70,13,0,0
10006842,University of Liverpool,820,Chemistry,Overall,51,48,1,0,0
10006842,University of Liverpool,820,Physics,Overall,17,73,9,1,0
10006842,University of Liverpool,820,Mathematical Sciences,Overall,13,67,20,0,0
10006842,University of Liverpool,820,Computer Science and Informatics,Overall,35,62,3,0,0
10006842,University of Liverpool,820,"Electrical and Electronic Engineering, Metallurgy and Materials",Overall,12,78,10,0,0
10006842,University of Liverpool,820,General Engineering,Overall,19,76,5,0,0
10006842,University of Liverpool,820,"Architecture, Built Environment and Planning",Overall,35,48,17,0,0
10006842,University of Liverpool,820,"Geography, Environmental Studies and Archaeology",Overall,13,52,29,6,0
10006842,University of Liverpool,820,"Geography, Environmental Studies and Archaeology",Overall,31,45,24,0,0
10006842,University of Liverpool,820,Business and Management Studies,Overall,21,52,25,2,0
10006842,University of Liverpool,820,Law,Overall,11,70,18,1,0
10006842,University of Liverpool,820,Politics and International Studies,Overall,20,19,44,17,0
10006842,University of Liverpool,820,Social Work and Social Policy,Overall,14,60,26,0,0
10006842,University of Liverpool,820,Modern Languages and Linguistics,Overall,26,46,25,3,0
10006842,University of Liverpool,820,English Language and Literature,Overall,36,49,12,3,0
10006842,University of Liverpool,820,History,Overall,34,40,25,1,0
10006842,University of Liverpool,820,Classics,Overall,17,51,26,6,0
10006842,University of Liverpool,820,Philosophy,Overall,17,45,38,0,0
10006842,University of Liverpool,820,"Music, Drama, Dance and Performing Arts",Overall,32,40,24,4,0
10006842,University of Liverpool,820,"Communication, Cultural and Media Studies, Library and Information Management",Overall,18,45,22,15,0
10003956,Liverpool Hope University,830,"Psychology, Psychiatry and Neuroscience",Overall,2,20,64,14,0
10003956,Liverpool Hope University,830,Computer Science and Informatics,Overall,0,30,50,20,0
10003956,Liverpool Hope University,830,"Geography, Environmental Studies and Archaeology",Overall,0,7,42,34,17
10003956,Liverpool Hope University,830,Politics and International Studies,Overall,0,24,34,36,6
10003956,Liverpool Hope University,830,Social Work and Social Policy,Overall,3,45,16,34,2
10003956,Liverpool Hope University,830,Education,Overall,15,38,34,13,0
10003956,Liverpool Hope University,830,"Sport and Exercise Sciences, Leisure and Tourism",Overall,4,26,32,36,2
10003956,Liverpool Hope University,830,English Language and Literature,Overall,21,28,36,15,0
10003956,Liverpool Hope University,830,History,Overall,4,37,45,14,0
10003956,Liverpool Hope University,830,Theology and Religious Studies,Overall,9,37,38,14,2
10003956,Liverpool Hope University,830,"Music, Drama, Dance and Performing Arts",Overall,4,43,52,1,0
10003956,Liverpool Hope University,830,"Music, Drama, Dance and Performing Arts",Overall,0,12,55,33,0
10003957,Liverpool John Moores University,840,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,10,58,30,1,1
10003957,Liverpool John Moores University,840,"Psychology, Psychiatry and Neuroscience",Overall,10,45,41,4,0
10003957,Liverpool John Moores University,840,Physics,Overall,23,58,18,1,0
10003957,Liverpool John Moores University,840,Computer Science and Informatics,Overall,0,48,46,4,2
10003957,Liverpool John Moores University,840,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Overall,2,43,53,2,0
10003957,Liverpool John Moores University,840,"Electrical and Electronic Engineering, Metallurgy and Materials",Overall,0,71,27,2,0
10003957,Liverpool John Moores University,840,General Engineering,Overall,0,58,31,9,2
10003957,Liverpool John Moores University,840,"Architecture, Built Environment and Planning",Overall,7,45,38,10,0
10003957,Liverpool John Moores University,840,Law,Overall,0,51,46,3,0
10003957,Liverpool John Moores University,840,Social Work and Social Policy,Overall,9,54,35,2,0
10003957,Liverpool John Moores University,840,Anthropology and Development Studies,Overall,18,35,33,6,8
10003957,Liverpool John Moores University,840,Education,Overall,10,51,36,0,3
10003957,Liverpool John Moores University,840,"Sport and Exercise Sciences, Leisure and Tourism",Overall,61,36,2,1,0
10003957,Liverpool John Moores University,840,English Language and Literature,Overall,22,46,30,2,0
10003957,Liverpool John Moores University,840,History,Overall,6,50,35,9,0
10003957,Liverpool John Moores University,840,"Art and Design: History, Practice and Theory",Overall,13,51,34,2,0
10003957,Liverpool John Moores University,840,"Communication, Cultural and Media Studies, Library and Information Management",Overall,12,46,35,7,0
10003958,Liverpool School of Tropical Medicine,855,Clinical Medicine,Overall,30,50,19,1,0
10003958,Liverpool School of Tropical Medicine,855,"Public Health, Health Services and Primary Care",Overall,39,41,19,1,0
10007162,"University of the Arts, London",860,"Art and Design: History, Practice and Theory",Overall,31,52,15,2,0
10007812,University of London Institute in Paris,910,Modern Languages and Linguistics,Overall,0,22,25,38,15
10007784,University College London,1080,Clinical Medicine,Overall,43,37,18,1,1
10007784,University College London,1080,"Public Health, Health Services and Primary Care",Overall,46,35,17,1,1
10007784,University College London,1080,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,29,56,14,1,0
10007784,University College London,1080,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,47,40,13,0,0
10007784,University College London,1080,"Psychology, Psychiatry and Neuroscience",Overall,51,32,14,2,1
10007784,University College London,1080,Biological Sciences,Overall,46,36,16,1,1
10007784,University College London,1080,Earth Systems and Environmental Sciences,Overall,34,58,7,1,0
10007784,University College London,1080,Chemistry,Overall,37,57,5,1,0
10007784,University College London,1080,Physics,Overall,23,67,9,1,0
10007784,University College London,1080,Mathematical Sciences,Overall,27,55,17,1,0
10007784,University College London,1080,Computer Science and Informatics,Overall,61,35,4,0,0
10007784,University College London,1080,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Overall,23,67,9,1,0
10007784,University College London,1080,"Electrical and Electronic Engineering, Metallurgy and Materials",Overall,40,57,3,0,0
10007784,University College London,1080,Civil and Construction Engineering,Overall,11,49,29,10,1
10007784,University College London,1080,General Engineering,Overall,41,54,5,0,0
10007784,University College London,1080,"Architecture, Built Environment and Planning",Overall,46,35,17,2,0
10007784,University College London,1080,"Geography, Environmental Studies and Archaeology",Overall,42,31,22,5,0
10007784,University College London,1080,"Geography, Environmental Studies and Archaeology",Overall,41,40,16,3,0
10007784,University College London,1080,Economics and Econometrics,Overall,79,20,1,0,0
10007784,University College London,1080,Business and Management Studies,Overall,46,24,20,7,3
10007784,University College London,1080,Law,Overall,50,34,14,2,0
10007784,University College London,1080,Politics and International Studies,Overall,41,48,10,0,1
10007784,University College London,1080,Social Work and Social Policy,Overall,31,53,16,0,0
10007784,University College London,1080,Anthropology and Development Studies,Overall,40,28,18,11,3
10007784,University College London,1080,Education,Overall,48,30,18,3,1
10007784,University College London,1080,Education,Overall,17,33,41,5,4
10007784,University College London,1080,Area Studies,Overall,43,21,32,4,0
10007784,University College London,1080,Modern Languages and Linguistics,Overall,32,42,21,4,1
10007784,University College London,1080,English Language and Literature,Overall,52,33,14,1,0
10007784,University College London,1080,History,Overall,42,40,16,2,0
10007784,University College London,1080,Classics,Overall,26,50,22,2,0
10007784,University College London,1080,Philosophy,Overall,46,29,24,1,0
10007784,University College London,1080,Theology and Religious Studies,Overall,37,41,22,0,0
10007784,University College London,1080,"Art and Design: History, Practice and Theory",Overall,37,48,15,0,0
10007784,University College London,1080,"Art and Design: History, Practice and Theory",Overall,20,59,16,3,2
10007784,University College London,1080,"Communication, Cultural and Media Studies, Library and Information Management",Overall,29,39,21,11,0
10007769,London Business School,1140,Business and Management Studies,Overall,56,26,12,3,3
10004063,London School of Economics and Political Science,1150,Mathematical Sciences,Overall,13,69,18,0,0
10004063,London School of Economics and Political Science,1150,"Geography, Environmental Studies and Archaeology",Overall,43,42,12,3,0
10004063,London School of Economics and Political Science,1150,Economics and Econometrics,Overall,69,24,3,1,3
10004063,London School of Economics and Political Science,1150,Business and Management Studies,Overall,59,31,8,1,1
10004063,London School of Economics and Political Science,1150,Law,Overall,53,35,11,1,0
10004063,London School of Economics and Political Science,1150,Politics and International Studies,Overall,54,38,7,1,0
10004063,London School of Economics and Political Science,1150,Social Work and Social Policy,Overall,71,25,4,0,0
10004063,London School of Economics and Political Science,1150,Sociology,Overall,34,46,19,0,1
10004063,London School of Economics and Political Science,1150,Anthropology and Development Studies,Overall,30,34,28,6,2
10004063,London School of Economics and Political Science,1150,Anthropology and Development Studies,Overall,31,50,15,4,0
10004063,London School of Economics and Political Science,1150,Area Studies,Overall,55,30,15,0,0
10004063,London School of Economics and Political Science,1150,History,Overall,34,48,17,1,0
10004063,London School of Economics and Political Science,1150,Philosophy,Overall,38,45,17,0,0
10004063,London School of Economics and Political Science,1150,"Communication, Cultural and Media Studies, Library and Information Management",Overall,65,29,6,0,0
10007771,London School of Hygiene & Tropical Medicine,1170,Clinical Medicine,Overall,40,35,23,1,1
10007771,London School of Hygiene & Tropical Medicine,1170,"Public Health, Health Services and Primary Care",Overall,43,37,19,1,0
10004048,London Metropolitan University,1180,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,9,50,30,11,0
10004048,London Metropolitan University,1180,Mathematical Sciences,Overall,4,40,54,2,0
10004048,London Metropolitan University,1180,Computer Science and Informatics,Overall,0,19,37,33,11
10004048,London Metropolitan University,1180,"Architecture, Built Environment and Planning",Overall,3,36,41,20,0
10004048,London Metropolitan University,1180,Business and Management Studies,Overall,7,31,48,14,0
10004048,London Metropolitan University,1180,Law,Overall,0,16,17,55,12
10004048,London Metropolitan University,1180,Politics and International Studies,Overall,0,17,51,32,0
10004048,London Metropolitan University,1180,Social Work and Social Policy,Overall,19,49,27,5,0
10004048,London Metropolitan University,1180,Education,Overall,15,38,44,3,0
10004048,London Metropolitan University,1180,Area Studies,Overall,35,42,20,3,0
10004048,London Metropolitan University,1180,"Art and Design: History, Practice and Theory",Overall,9,44,38,9,0
10004048,London Metropolitan University,1180,"Communication, Cultural and Media Studies, Library and Information Management",Overall,13,38,33,8,8
10004078,London South Bank University,1190,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,9,52,36,3,0
10004078,London South Bank University,1190,"Psychology, Psychiatry and Neuroscience",Overall,4,30,53,13,0
10004078,London South Bank University,1190,General Engineering,Overall,4,53,41,2,0
10004078,London South Bank University,1190,Business and Management Studies,Overall,2,16,49,29,4
10004078,London South Bank University,1190,Social Work and Social Policy,Overall,9,54,32,5,0
10004078,London South Bank University,1190,"Sport and Exercise Sciences, Leisure and Tourism",Overall,16,57,25,2,0
10004078,London South Bank University,1190,"Communication, Cultural and Media Studies, Library and Information Management",Overall,1,57,28,11,3
10004113,Loughborough University,1200,Chemistry,Overall,6,61,31,1,1
10004113,Loughborough University,1200,Physics,Overall,4,46,48,2,0
10004113,Loughborough University,1200,Mathematical Sciences,Overall,10,69,18,3,0
10004113,Loughborough University,1200,Computer Science and Informatics,Overall,6,44,45,5,0
10004113,Loughborough University,1200,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Overall,26,57,16,1,0
10004113,Loughborough University,1200,"Electrical and Electronic Engineering, Metallurgy and Materials",Overall,4,64,26,5,1
10004113,Loughborough University,1200,Civil and Construction Engineering,Overall,8,57,27,8,0
10004113,Loughborough University,1200,"Architecture, Built Environment and Planning",Overall,44,43,10,3,0
10004113,Loughborough University,1200,"Geography, Environmental Studies and Archaeology",Overall,9,46,42,3,0
10004113,Loughborough University,1200,Business and Management Studies,Overall,24,51,23,2,0
10004113,Loughborough University,1200,Social Work and Social Policy,Overall,30,38,30,2,0
10004113,Loughborough University,1200,Education,Overall,28,57,15,0,0
10004113,Loughborough University,1200,"Sport and Exercise Sciences, Leisure and Tourism",Overall,44,38,16,2,0
10004113,Loughborough University,1200,Area Studies,Overall,9,42,40,9,0
10004113,Loughborough University,1200,English Language and Literature,Overall,21,46,25,8,0
10004113,Loughborough University,1200,"Art and Design: History, Practice and Theory",Overall,38,37,21,3,1
10004113,Loughborough University,1200,"Communication, Cultural and Media Studies, Library and Information Management",Overall,35,40,19,6,0
10004113,Loughborough University,1200,"Communication, Cultural and Media Studies, Library and Information Management",Overall,50,37,11,2,0
10007798,University of Manchester,1220,Clinical Medicine,Overall,36,49,14,0,1
10007798,University of Manchester,1220,"Public Health, Health Services and Primary Care",Overall,17,49,30,3,1
10007798,University of Manchester,1220,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,51,37,11,1,0
10007798,University of Manchester,1220,"Psychology, Psychiatry and Neuroscience",Overall,42,41,15,2,0
10007798,University of Manchester,1220,Biological Sciences,Overall,37,41,20,1,1
10007798,University of Manchester,1220,Earth Systems and Environmental Sciences,Overall,29,62,8,0,1
10007798,University of Manchester,1220,Chemistry,Overall,33,59,7,1,0
10007798,University of Manchester,1220,Physics,Overall,38,54,7,1,0
10007798,University of Manchester,1220,Mathematical Sciences,Overall,38,52,9,1,0
10007798,University of Manchester,1220,Computer Science and Informatics,Overall,48,46,6,0,0
10007798,University of Manchester,1220,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Overall,30,60,10,0,0
10007798,University of Manchester,1220,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Overall,27,57,16,0,0
10007798,University of Manchester,1220,"Electrical and Electronic Engineering, Metallurgy and Materials",Overall,35,49,16,0,0
10007798,University of Manchester,1220,"Electrical and Electronic Engineering, Metallurgy and Materials",Overall,22,71,6,1,0
10007798,University of Manchester,1220,Civil and Construction Engineering,Overall,30,60,9,1,0
10007798,University of Manchester,1220,"Architecture, Built Environment and Planning",Overall,31,44,24,1,0
10007798,University of Manchester,1220,"Geography, Environmental Studies and Archaeology",Overall,24,49,25,2,0
10007798,University of Manchester,1220,"Geography, Environmental Studies and Archaeology",Overall,10,44,41,5,0
10007798,University of Manchester,1220,Economics and Econometrics,Overall,17,58,22,3,0
10007798,University of Manchester,1220,Business and Management Studies,Overall,37,37,22,4,0
10007798,University of Manchester,1220,Law,Overall,20,58,20,2,0
10007798,University of Manchester,1220,Politics and International Studies,Overall,20,54,24,2,0
10007798,University of Manchester,1220,Sociology,Overall,42,42,16,0,0
10007798,University of Manchester,1220,Anthropology and Development Studies,Overall,35,45,18,1,1
10007798,University of Manchester,1220,Anthropology and Development Studies,Overall,37,41,19,2,1
10007798,University of Manchester,1220,Education,Overall,36,42,19,3,0
10007798,University of Manchester,1220,Modern Languages and Linguistics,Overall,41,39,16,3,1
10007798,University of Manchester,1220,English Language and Literature,Overall,38,45,15,2,0
10007798,University of Manchester,1220,History,Overall,42,40,18,0,0
10007798,University of Manchester,1220,Classics,Overall,21,50,26,1,2
10007798,University of Manchester,1220,Philosophy,Overall,20,53,23,1,3
10007798,University of Manchester,1220,Theology and Religious Studies,Overall,28,47,20,4,1
10007798,University of Manchester,1220,"Art and Design: History, Practice and Theory",Overall,42,43,14,1,0
10007798,University of Manchester,1220,"Music, Drama, Dance and Performing Arts",Overall,42,43,14,0,1
10007798,University of Manchester,1220,"Music, Drama, Dance and Performing Arts",Overall,55,32,13,0,0
10004180,Manchester Metropolitan University,1250,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,19,54,24,2,1
10004180,Manchester Metropolitan University,1250,Earth Systems and Environmental Sciences,Overall,5,49,45,1,0
10004180,Manchester Metropolitan University,1250,Computer Science and Informatics,Overall,4,55,30,3,8
10004180,Manchester Metropolitan University,1250,General Engineering,Overall,7,57,34,2,0
10004180,Manchester Metropolitan University,1250,Business and Management Studies,Overall,13,47,28,11,1
10004180,Manchester Metropolitan University,1250,Social Work and Social Policy,Overall,8,52,36,4,0
10004180,Manchester Metropolitan University,1250,Sociology,Overall,18,49,31,2,0
10004180,Manchester Metropolitan University,1250,Education,Overall,23,44,31,2,0
10004180,Manchester Metropolitan University,1250,English Language and Literature,Overall,33,45,18,4,0
10004180,Manchester Metropolitan University,1250,History,Overall,16,51,32,1,0
10004180,Manchester Metropolitan University,1250,Philosophy,Overall,4,35,44,17,0
10004180,Manchester Metropolitan University,1250,"Art and Design: History, Practice and Theory",Overall,14,52,28,6,0
10004180,Manchester Metropolitan University,1250,"Music, Drama, Dance and Performing Arts",Overall,5,42,39,12,2
10004351,Middlesex University,1260,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,11,56,31,1,1
10004351,Middlesex University,1260,"Psychology, Psychiatry and Neuroscience",Overall,4,54,37,5,0
10004351,Middlesex University,1260,Computer Science and Informatics,Overall,6,39,36,16,3
10004351,Middlesex University,1260,"Geography, Environmental Studies and Archaeology",Overall,11,35,44,8,2
10004351,Middlesex University,1260,Business and Management Studies,Overall,17,48,28,4,3
10004351,Middlesex University,1260,Law,Overall,14,51,32,3,0
10004351,Middlesex University,1260,Social Work and Social Policy,Overall,12,46,33,6,3
10004351,Middlesex University,1260,"Art and Design: History, Practice and Theory",Overall,21,57,21,1,0
10004351,Middlesex University,1260,"Music, Drama, Dance and Performing Arts",Overall,20,28,35,16,1
10004351,Middlesex University,1260,"Communication, Cultural and Media Studies, Library and Information Management",Overall,7,53,27,13,0
10007799,Newcastle University,1280,Clinical Medicine,Overall,38,46,14,2,0
10007799,Newcastle University,1280,"Public Health, Health Services and Primary Care",Overall,25,49,24,2,0
10007799,Newcastle University,1280,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,41,49,10,0,0
10007799,Newcastle University,1280,"Psychology, Psychiatry and Neuroscience",Overall,51,36,12,1,0
10007799,Newcastle University,1280,Biological Sciences,Overall,50,42,7,0,1
10007799,Newcastle University,1280,"Agriculture, Veterinary and Food Science",Overall,19,47,33,1,0
10007799,Newcastle University,1280,Earth Systems and Environmental Sciences,Overall,25,59,16,0,0
10007799,Newcastle University,1280,Chemistry,Overall,8,75,17,0,0
10007799,Newcastle University,1280,Mathematical Sciences,Overall,29,59,11,1,0
10007799,Newcastle University,1280,Computer Science and Informatics,Overall,46,41,13,0,0
10007799,Newcastle University,1280,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Overall,21,60,19,0,0
10007799,Newcastle University,1280,"Electrical and Electronic Engineering, Metallurgy and Materials",Overall,27,63,6,0,4
10007799,Newcastle University,1280,Civil and Construction Engineering,Overall,30,58,12,0,0
10007799,Newcastle University,1280,"Architecture, Built Environment and Planning",Overall,28,57,15,0,0
10007799,Newcastle University,1280,"Geography, Environmental Studies and Archaeology",Overall,18,35,47,0,0
10007799,Newcastle University,1280,"Geography, Environmental Studies and Archaeology",Overall,35,47,18,0,0
10007799,Newcastle University,1280,Business and Management Studies,Overall,18,39,40,3,0
10007799,Newcastle University,1280,Law,Overall,14,56,27,3,0
10007799,Newcastle University,1280,Politics and International Studies,Overall,14,38,44,4,0
10007799,Newcastle University,1280,Sociology,Overall,23,49,25,3,0
10007799,Newcastle University,1280,Education,Overall,21,50,25,4,0
10007799,Newcastle University,1280,Modern Languages and Linguistics,Overall,35,39,22,3,1
10007799,Newcastle University,1280,English Language and Literature,Overall,57,32,11,0,0
10007799,Newcastle University,1280,History,Overall,20,42,37,1,0
10007799,Newcastle University,1280,Classics,Overall,29,47,22,0,2
10007799,Newcastle University,1280,"Art and Design: History, Practice and Theory",Overall,24,59,13,4,0
